OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
28133,06630c3a-c7c6-43d8-a4f2-1016ef8a77b5,,,Nigeria,NGA,Enugu,Oji River,0,Oji River 2,0,Izundu Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.25286,7.27234,GRID3_EHEALTH,2024-11-11,7.27234000000004,6.25286000000006
28134,b10fb80c-1a5e-49f3-8d16-2ff4e2f1bccb,,,Nigeria,NGA,Enugu,Enugu North,0,New Haven East / West,0,Alcokon Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.4579345,7.5295335,GRID3_EHEALTH,2024-11-11,7.52953350000007,6.45793450000002
28213,e85ec37f-04cd-4b38-adee-9eacb02b4997,,,Nigeria,NGA,Plateau,Jos North,0,Naraguta B,0,Eldin Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,9.936523438,8.90032959,GRID3_EHEALTH,2024-11-11,8.90032959000007,9.93652343800005
28214,c4da5e78-490f-4340-8b60-2d001b636bda,,,Nigeria,NGA,Plateau,Jos North,0,Tafawa Balewa,0,Adoose Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,9.927124023,8.885314942,GRID3_EHEALTH,2024-11-11,8.88531494200004,9.92712402300003
28215,1304530b-97bd-4af2-a322-8abac11c6790,,,Nigeria,NGA,Plateau,Jos South,0,Dashonong,0,Parkvlew Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,9.87068,8.86736,GRID3_EHEALTH,2024-11-11,8.86736000000008,9.87068000000005
28310,3a7458fb-f7ee-4dce-8975-32331b879367,,,Nigeria,NGA,Anambra,Anaocha,0,Agulu 3,0,Divine Grace Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.123798938,7.04658482,GRID3_EHEALTH,2024-11-11,7.04658482000002,6.12379893800005
28347,76bef484-b90f-42dd-900e-179296940b4b,,,Nigeria,NGA,Cross River,Ikom,0,Ikom 1,0,Ikom Tuberculosis Centre,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,5.952278333,8.716758333,GRID3_EHEALTH,2024-11-11,8.71675833300003,5.95227833300004
28400,08c374c8-88a0-44b7-a688-8d2d009326dc,,,Nigeria,NGA,Sokoto,Wurno,0,Marafa (Wurno Lga),0,Bone Centre,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,13.2857910003,5.42380100042,GRID3_EHEALTH,2024-11-11,5.42380100000003,13.2857910000001
28405,40080ee1-b765-4b4c-99d9-541f79f46d66,,,Nigeria,NGA,Sokoto,Sabon Birni,0,Sabon Birni G/Karma,0,Tuberculosis and Leprosy Centre,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,13.5634349999,6.32094199998,GRID3_EHEALTH,2024-11-11,6.32094200000006,13.563435
28413,2917627c-64db-4308-b5d7-8467300477f3,,,Nigeria,NGA,Ebonyi,Ebonyi,0,Abakpa (Abakaliki),0,Niger Optical Services,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.324523926,8.109680176,GRID3_EHEALTH,2024-11-11,8.10968017600004,6.32452392600004
28450,a1840fa7-a139-47e2-a82a-6c9784f883fe,,,Nigeria,NGA,Lagos,Lagos Mainland,0,Harvey,0,Nordica Fertility Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.506896972,3.374328613,GRID3_EHEALTH,2024-11-11,3.37432861300005,6.50689697200005
28467,d3f94fd2-5c32-474e-8c9b-6f6dcc922db4,,,Nigeria,NGA,Ogun,Odogbolu,0,Ogbo,0,Taisolarin University Medical Center,GRID3_EHEALTH,Unknown,Unknown,Tertiary,Unknown,6.781645,3.926235,GRID3_EHEALTH,2024-11-11,3.92623500000008,6.78164500000003
28888,cbd3e1e2-e6bf-4547-ab80-6d1f03ccfc9e,,,Nigeria,NGA,Ebonyi,Ebonyi,0,Agalegu 2,0,Rounda Poychiatric Centre,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.50895,8.14122,GRID3_EHEALTH,2024-11-11,8.14122000000003,6.50895000000003
28955,acf82c38-f1fa-42ad-8c06-c25a1b410de9,,,Nigeria,NGA,Enugu,Ezeagu,0,Olo 1,0,Diaspora Clinic Of Nwadinume Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.40259166667,7.193225,GRID3_EHEALTH,2024-11-11,7.19322500000004,6.40259166700002
29053,5902c9ba-7928-4e39-82a6-56c8950384b5,,,Nigeria,NGA,Oyo,Ibadan North,0,Basorun,0,The Family Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.415675,3.930016667,GRID3_EHEALTH,2024-11-11,3.93001666700007,7.41567500000002
29285,edbcc828-0e95-4a03-9f3e-f0ccc5aa5e93,,,Nigeria,NGA,Ogun,Ijebu Ode,0,Ijade/Imepe,0,Otunba Tunwase National Pediatric Centre,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.805480957,3.879882813,GRID3_EHEALTH,2024-11-11,3.87988281300005,6.80548095700004
29392,16bb1c58-a8fe-4713-8168-24e982e5191b,,,Nigeria,NGA,Oyo,Ibadan North East,0,Oja Gbo,0,Aremo Government Dental Center,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,7.375488281,3.919128418,GRID3_EHEALTH,2024-11-11,3.91912841800007,7.37548828100006
29403,73c4858b-2257-490b-9f7c-d3eb6d63a11d,,,Nigeria,NGA,Bayelsa,Yenagoa,0,Epie 2 5,0,Child Care Specialist Childrens Hospital Child Care Specialist Childrens Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.93961,6.32596,GRID3_EHEALTH,2024-11-11,6.32596000000007,4.93961000000007
29416,74cc783b-888b-462e-a0bb-0b59c583cab2,,,Nigeria,NGA,Gombe,Gombe,0,Ajiya,0,Gombe Federal Medical Center,GRID3_EHEALTH,Public,Unknown,Secondary,Unknown,10.29696187,11.13941563,GRID3_EHEALTH,2024-11-11,11.13941563,10.2969618700001
29422,1554e683-72f5-4b7d-9aec-4d981245bad2,,,Nigeria,NGA,Lagos,Amuwo Odofin,0,Kuje Central,0,Kuje and Eye Dental Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.45928955,3.305725097,GRID3_EHEALTH,2024-11-11,3.30572509700005,6.45928955000005
29452,1636113d-3816-4dcf-9947-9d85cd925bfc,,,Nigeria,NGA,Imo,Owerri Municipal,0,New Owerri 1,0,Imo State Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.468688965,7.001708984,GRID3_EHEALTH,2024-11-11,7.00170898400006,5.46868896500007
29471,79617ab9-27b5-4a65-9a78-e89ab24fb879,,,Nigeria,NGA,Anambra,Aguata,0,Umuona,0,Umuona Federal Medical Center,GRID3_EHEALTH,Unknown,Unknown,Secondary,Unknown,6.033009671,7.036435834,GRID3_EHEALTH,2024-11-11,7.03643583400003,6.03300967100006
29861,5f04b99a-0e58-437b-b6ae-15a9d2758584,,,Nigeria,NGA,Enugu,Enugu North,0,Ogui New Layout,0,Calif Children Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.43065666667,7.519255,GRID3_EHEALTH,2024-11-11,7.51925500000004,6.43065666700005
29894,c608d502-8821-4c58-8790-a594e4ae9818,,,Nigeria,NGA,Ebonyi,Abakaliki,0,Abakpa (Abakaliki),0,St Marks Childrens Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.323635,8.115688333,GRID3_EHEALTH,2024-11-11,8.11568833300004,6.32363500000002
29941,0a1447d8-69ec-4a1e-9a73-1873ea79382e,,,Nigeria,NGA,Anambra,Idemili South,0,Oba 2,0,Christ The King Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.084851667,6.819091667,GRID3_EHEALTH,2024-11-11,6.81909166700007,6.08485166700007
29958,44202e99-99dc-4a4e-a82c-99ad3282d698,,,Nigeria,NGA,Oyo,Egbeda,0,Alakia,0,Joha Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.391503333,3.966633333,GRID3_EHEALTH,2024-11-11,3.96663333300006,7.39150333300006
30062,dd5f22d9-8fae-4dfd-9b64-620352c3751a,,,Nigeria,NGA,Delta,Uvwie,0,Ugboroke,0,Teem Clinic and Dental Centre,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.559692383,5.743286133,GRID3_EHEALTH,2024-11-11,5.74328613300003,5.55969238300003
30071,906fb1c9-51fa-4732-bbaa-95920256b7e5,,,Nigeria,NGA,Lagos,Shomolu,0,Pedro / Gbagada,0,Rabonni Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.544785,3.374063333,GRID3_EHEALTH,2024-11-11,3.37406333300004,6.54478500000005
30092,5e0879d4-fc14-4490-a5dc-65c55713ccb6,,,Nigeria,NGA,Lagos,Shomolu,0,Apelehin,0,Mabadeje Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.54767,3.38713,GRID3_EHEALTH,2024-11-11,3.38713000000007,6.54767000000004
30093,99680999-992d-4d9a-bda0-9f8f9cc1d3e8,,,Nigeria,NGA,Lagos,Ikorodu,0,Agura,0,St Mary Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.63346,3.58976,GRID3_EHEALTH,2024-11-11,3.58976000000007,6.63346000000007
30107,2667cd23-3a14-4bf9-a58f-09db85145e31,,,Nigeria,NGA,Ebonyi,Ebonyi,0,Kpiri-Kpiri,0,Doctors Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.3256,8.11676,GRID3_EHEALTH,2024-11-11,8.11676000000006,6.32560000000007
30155,65cc6e3e-c1c1-4494-8d48-40d9f37c2085,,,Nigeria,NGA,Benue,Oju,0,Ainu,0,Samaritan Annex Specialist Clinic and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,6.827926667,8.292126667,GRID3_EHEALTH,2024-11-11,8.29212666700005,6.82792666700004
30318,51082346-e5ae-48e6-8f0c-289809baf6c0,,,Nigeria,NGA,Anambra,Aguata,0,Ezinifite 2,0,Chartered Society Of Hants Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.97834,7.052063333,GRID3_EHEALTH,2024-11-11,7.05206333300004,5.97834000000006
30388,707113c7-ddcf-40de-8554-376ac6ab005d,,,Nigeria,NGA,Osun,Osogbo,0,Jagun 2 / B,0,Homocare Gracious Hospital and Specialist Clinics,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.78798690102,4.57619900037,GRID3_EHEALTH,2024-11-11,4.57619900000003,7.78798690100007
30428,1a2eec4f-b714-4709-8943-08689a59a233,,,Nigeria,NGA,Edo,Egor,0,Ugbowo,0,Gpc University Of Benin Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,6.38814,5.613915,GRID3_EHEALTH,2024-11-11,5.61391500000002,6.38814000000002
30441,2970678f-93cc-43d9-841b-11b3927610a9,,,Nigeria,NGA,Edo,Etsako West,0,South Ibie,0,Queen Medina Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.05882,6.27891,GRID3_EHEALTH,2024-11-11,6.27891000000005,7.05882000000003
30502,8d1f7935-8b86-46fa-a7b5-44aba025fc1c,,,Nigeria,NGA,Oyo,Irepo,0,Iba 3,0,University Of Ilorin Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,9.125415,3.847961667,GRID3_EHEALTH,2024-11-11,3.84796166700005,9.12541500000003
30543,b7fe1a0f-45c3-4167-9730-d7d06d923c3e,,,Nigeria,NGA,Edo,Etsako West,0,South Ibie,0,Mg Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.05954,6.27886,GRID3_EHEALTH,2024-11-11,6.27886000000007,7.05954000000003
30563,61529942-bf32-4509-a582-ce938edfaeff,,,Nigeria,NGA,Ebonyi,Izzi,0,Igbeagu  2  Ndietta,0,Nwezenyi Federal Teaching Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,6.331043333,8.26739,GRID3_EHEALTH,2024-11-11,8.26739000000003,6.33104333300003
30564,29ae9a59-7c86-4d99-96c8-0ff14783bca9,,,Nigeria,NGA,Imo,Obowo,0,Alike,0,Imo State University Teaching Annex Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,Teaching/Tertiary Hospital,5.565748333,7.32555,GRID3_EHEALTH,2024-11-11,7.32555000000002,5.56574833300004
30567,1c22e924-61a7-4cf4-b834-6317b166b1cb,,,Nigeria,NGA,Imo,Owerri West,0,Nekede 1,0,Nekede Federal Polytechnic Medical Center,GRID3_EHEALTH,Public,Unknown,Tertiary,Unknown,5.42947839163,7.03325145449,GRID3_EHEALTH,2024-11-11,7.03325145400004,5.42947839200002
30576,d7d7009d-c66e-43d1-bac5-9c801eb9645a,,,Nigeria,NGA,Edo,Esan South-East,0,Ubiaja 1,0,Irua Teaching Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.64594,6.38821,GRID3_EHEALTH,2024-11-11,6.38821000000007,6.64594000000005
30579,e29453e2-ce30-450f-9c5d-a81b7d2d755d,,,Nigeria,NGA,Oyo,Ibadan North West,0,Ekotedo,0,Ekotedo Dental Center,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.38856,3.879036667,GRID3_EHEALTH,2024-11-11,3.87903666700004,7.38856000000004
30580,fefc85c4-6328-48a8-b8c7-083b96505c63,,,Nigeria,NGA,Benue,Gboko,0,Mbakwen,0,Ikpa Mbatierev Federal Medical Center,GRID3_EHEALTH,Public,Unknown,Secondary,Unknown,7.503493333,8.761453333,GRID3_EHEALTH,2024-11-11,8.76145333300008,7.50349333300005
30582,5ca32064-13f5-4862-b7f2-5e3d95b9e8bf,,,Nigeria,NGA,Anambra,Nnewi North,0,Umudim Ward 1,0,City Of Refuge Specialist Clinic,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,5.985371667,6.93444,GRID3_EHEALTH,2024-11-11,6.93444000000005,5.98537166700004
30584,67833b91-5729-4104-9fb6-ee8874980056,,,Nigeria,NGA,Lagos,Badagry,0,Ajido,0,Lagos Federal Medical Center,GRID3_EHEALTH,Public,Unknown,Secondary,Unknown,6.413275,2.976426667,GRID3_EHEALTH,2024-11-11,2.97642666700006,6.41327500000006
30585,2d985690-787e-4c11-925c-4bcdeb86e48c,,,Nigeria,NGA,Enugu,Udi,0,Umulumgbe,0,Umulumgbe Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.597805,7.41941,GRID3_EHEALTH,2024-11-11,7.41941000000003,6.59780500000005
30592,9c989566-2773-4cee-a143-4201d456db46,,,Nigeria,NGA,Benue,Ogbadibo,0,Ai-Oche,0,Efekwo Federal Medical Center,GRID3_EHEALTH,Public,Unknown,Secondary,Unknown,7.05655,7.654883333,GRID3_EHEALTH,2024-11-11,7.65488333300004,7.05655000000007
30703,7451cdbd-d4b0-4348-acf3-563e917496ce,,,Nigeria,NGA,Imo,Obowo,0,Umulogho/Umagu,0,Ejim Community Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.57514020516,7.36704666518,GRID3_EHEALTH,2024-11-11,7.36704666500003,5.57514020500003
30708,4dca5dbc-d34f-4855-9f25-ca127bc2c846,,,Nigeria,NGA,Enugu,Enugu East,0,Abakpa 2 / Ugwogo / Federal Housing,0,Ntasi Obi Ndi Catholic Community Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,6.47662635273,7.50140449908,GRID3_EHEALTH,2024-11-11,7.50140449900005,6.47662635300003
30956,70a1273e-3d8e-4b76-9c2b-576d17991df4,,,Nigeria,NGA,Edo,Oredo,0,Uzebu,0,Beehive Dental Center,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,6.34588623,5.608276367,GRID3_EHEALTH,2024-11-11,5.60827636700003,6.34588623000008
30978,0be287e6-7a39-4cd9-a00a-2088a8cfd694,,,Nigeria,NGA,Enugu,Enugu East,0,Transekulu,0,Federal College Of Dental Technology and Therapy,GRID3_EHEALTH,Public,Unknown,Tertiary,Unknown,6.48458,7.49605333333,GRID3_EHEALTH,2024-11-11,7.49605333300002,6.48458000000005
31132,1110f804-7509-425b-91bb-a2af687881a9,,,Nigeria,NGA,Osun,Ila,0,Oke Ola/Oke Oja,0,Hope Medical Center,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,8.027808333,4.881076667,GRID3_EHEALTH,2024-11-11,4.88107666700006,8.02780833300005
31526,de4d7912-932d-4c71-a53b-0001c5e66839,,,Nigeria,NGA,Lagos,Mushin,0,Papa Ajao,0,Oshodi Federal Medical Center,GRID3_EHEALTH,Unknown,Unknown,Secondary,Unknown,6.55068,3.35016,GRID3_EHEALTH,2024-11-11,3.35016000000007,6.55068000000006
31529,37cdd45c-6ff9-494a-8546-29542697fcfb,,,Nigeria,NGA,Anambra,Nnewi North,0,Umudim Ward 2,0,Amex Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.99883,6.909856667,GRID3_EHEALTH,2024-11-11,6.90985666700004,5.99883000000005
31531,d52c566c-cd78-4e25-874d-c0c53473e83d,,,Nigeria,NGA,Lagos,Agege,0,Orile (Agege),0,Sabico Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.646996667,3.3063,GRID3_EHEALTH,2024-11-11,3.30630000000002,6.64699666700005
31532,c1dd190c-e383-448d-9c09-73819f050421,,,Nigeria,NGA,Lagos,Ifako/Ijaye,0,Alagbado / Kollinton,0,Sekafem Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.688178333,3.278033333,GRID3_EHEALTH,2024-11-11,3.27803333300005,6.68817833300005
31533,241dfdb5-6ef3-496a-abef-db82c0202c39,,,Nigeria,NGA,Ebonyi,Abakaliki,0,Agbaja (Ehime-Mbano),0,El Shaddi Specialist Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,6.30714,8.113521667,GRID3_EHEALTH,2024-11-11,8.11352166700004,6.30714000000006
31540,599e342a-8731-446b-8a9e-649de92da9c5,,,Nigeria,NGA,Oyo,Ibadan South West,0,Challenge / Ring Road,0,St Elizabeth Specialist Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,7.34714,3.86825,GRID3_EHEALTH,2024-11-11,3.86825000000005,7.34714000000002
31543,95e83df8-7b19-4608-8d49-b439bd70c5fb,,,Nigeria,NGA,Osun,Egbedore,0,Olorunsogo / Ofatedo / Okini,0,Remedy Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.774835,4.525986667,GRID3_EHEALTH,2024-11-11,4.52598666700004,7.77483500000005
31548,654a5ecd-4ede-4513-a207-3ac87db84a82,,,Nigeria,NGA,Lagos,Mushin,0,Babalosa 1,0,Legus Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.53195,3.3587,GRID3_EHEALTH,2024-11-11,3.35870000000006,6.53195000000005
31550,8d8d5ce9-2cf1-4d58-8288-d38ba9590c6f,,,Nigeria,NGA,Lagos,Surulere,0,Ararile,0,German Friendship Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.49784,3.362503333,GRID3_EHEALTH,2024-11-11,3.36250333300006,6.49784000000005
31619,378a4a93-485c-4f5f-b42a-201086527ea1,,,Nigeria,NGA,Oyo,Oluyole,0,Muslim,0,Oluwakosehuntui Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.3233913,3.954899,GRID3_EHEALTH,2024-11-11,3.95489900000007,7.32339130000003
31898,c6fe5064-bbba-45c2-994d-c2cdc1a99ede,,,Nigeria,NGA,Taraba,Jalingo,0,Sintali B,0,Taraba State Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,8.907897949,11.39251709,GRID3_EHEALTH,2024-11-11,11.3925170900001,8.90789794900007
32286,3b079ade-43f2-4768-b9e6-1ab1f080cd80,,,Nigeria,NGA,Rivers,Bonny,0,Boward 5,0,Infant General Welfare Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.435913086,7.174682617,GRID3_EHEALTH,2024-11-11,7.17468261700003,4.43591308600003
32507,e5c208c4-f50a-40c9-a3f4-73d5b3d44839,,,Nigeria,NGA,Cross River,Ikom,0,Ikom 1,0,Medtop Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,5.972,8.727523333,GRID3_EHEALTH,2024-11-11,8.72752333300002,5.97200000000004
32512,2a68f351-6a2c-4cda-8fa2-a179760ee7cf,,,Nigeria,NGA,Akwa Ibom,Abak,0,Afaha Obong 2,0,Mattens Specialist Clinic,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,5.02625,7.753,GRID3_EHEALTH,2024-11-11,7.75300000000004,5.02625000000006
32532,d2787959-444b-456c-890d-af3e3df83ca9,,,Nigeria,NGA,Rivers,Port-Harcourt,0,Phward 17,0,Odadiki Eye Hospital,GRID3_EHEALTH,Unknown,Unknown,Tertiary,General Hospital,4.791320801,7.001708984,GRID3_EHEALTH,2024-11-11,7.00170898400006,4.79132080100004
32855,df74b880-152f-4b0c-9f31-dd16933e82c2,,,Nigeria,NGA,Oyo,Ibadan North,0,Basorun,0,St Annes Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.419951667,3.91171,GRID3_EHEALTH,2024-11-11,3.91171000000003,7.41995166700002
32939,1bd125ee-3240-4558-ad99-b47a9cbc3ceb,,,Nigeria,NGA,Oyo,Ibadan North,0,Basorun,0,Molly Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.424681667,3.912673333,GRID3_EHEALTH,2024-11-11,3.91267333300004,7.42468166700007
32955,b264d244-0bc4-44ee-a74d-5d6389ff8c84,,,Nigeria,NGA,Ogun,Obafemi Owode,0,Mowe,0,Pillars Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,6.82296,3.44552,GRID3_EHEALTH,2024-11-11,3.44552000000004,6.82296000000002
32956,2325c9ef-b086-4448-b52b-a11c4df4c274,,,Nigeria,NGA,Oyo,Ibadan North,0,Basorun,0,Narl Specialist Clinic,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.429943333,3.933658333,GRID3_EHEALTH,2024-11-11,3.93365833300004,7.42994333300004
32957,32bfedb8-e0a6-4b05-ae7d-5ac36c869b57,,,Nigeria,NGA,Oyo,Ibadan South East,0,Challenge,0,Joy and Peace Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.3476233,3.87963,GRID3_EHEALTH,2024-11-11,3.87963000000002,7.34762330000007
32958,09b606a0-57d5-4c2e-bda4-99662b0f0324,,,Nigeria,NGA,Oyo,Ibadan North,0,Basorun,0,Alpha Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.424363333,3.92431,GRID3_EHEALTH,2024-11-11,3.92431000000005,7.42436333300003
32960,e320d42a-b41f-45ce-b20b-22bb62275b39,,,Nigeria,NGA,Oyo,Ibadan North,0,Samonda,0,Agbeke Mercy Medical Center,GRID3_EHEALTH,Public,Unknown,Tertiary,Primary Health Clinic,7.427375,3.889105,GRID3_EHEALTH,2024-11-11,3.88910500000003,7.42737500000004
32961,cba8848a-0426-44c9-adf0-10d4f9ae7fb7,,,Nigeria,NGA,Oyo,Ibarapa North,0,Igangan 3,0,Igangan Federal Medical Center,GRID3_EHEALTH,Public,Unknown,Secondary,Unknown,7.674376667,3.175366667,GRID3_EHEALTH,2024-11-11,3.17536666700005,7.67437666700005
33278,2d23e994-2358-460e-b634-8e7cb0b736de,,,Nigeria,NGA,Niger,Paikoro,0,Jere,0,Chanchaga Leprosy Referral Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,9.5303417,6.592475,GRID3_EHEALTH,2024-11-11,6.59247500000004,9.53034170000006
33711,adade8d8-c1ef-4718-a35a-526d9f406f65,,,Nigeria,NGA,Ekiti,Ado Ekiti,0,Okesa,0,Pilgrims Service Specialist Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,7.618975,5.20504333333,GRID3_EHEALTH,2024-11-11,5.20504333300005,7.61897500000003
33714,83597c10-0939-4695-90b9-26e0678e76b8,,,Nigeria,NGA,Ekiti,Ado Ekiti,0,Basiri,0,Mercyland Specialist Clinic and Maternity,GRID3_EHEALTH,Private,Unknown,Tertiary,Primary Health Clinic,7.64347666667,5.19701666667,GRID3_EHEALTH,2024-11-11,5.19701666700007,7.64347666700007
33715,47d372e3-4cf5-4c07-abd9-2df0062a5842,,,Nigeria,NGA,Ekiti,Ado Ekiti,0,Basiri,0,Iman Specialist Hospital,GRID3_EHEALTH,Private,Unknown,Tertiary,General Hospital,7.65172833333,5.20334833333,GRID3_EHEALTH,2024-11-11,5.20334833300006,7.65172833300005
